user_id,tweet
3018670151,"Wishing everyone in the Inland Empire a Happy New Year!

May 2024 bring you happiness, love and prosperity. https://t.co/jgu7MUFGjO"
3018670151,"Every year, millions of Californians rely on Medicare for high-quality health care &amp; affordable prescription medication.

Repealing the Affordable Care Act would be catastrophic for our state. https://t.co/5CUqv5NIji"
3018670151,"Merry Christmas to everyone celebrating in the Inland Empire!

May your day be filled with joy, laughter and love. https://t.co/2luIW4mo3p"
3018670151,"Congratulations to Michael Do from Los Osos HS for winning first place in this year's Congressional App Challenge!

Michael's app, Reaping Rewards, teaches financial literacy through a creative and fun farming game. Great work, Michael! https://t.co/mA0FXc6NdK"
3018670151,"GOOD NEWS 🔔

The Inland Empire is receiving over $800,000 from @Interior for wildfire prevention to help protect our environment and keep residents safe.

Thankful for @SecDebHaaland's partnership in ensuring our region is prepared for future disasters. https://t.co/mCxaxUiqTi"
3018670151,"This year, more than 40,000 Americans died from gun violence, including over 1,500 kids and teens. 

When we had the majority, House Democrats passed the most comprehensive gun safety legislation in decades. What have House Republicans done with theirs? Nothing. https://t.co/0zo2LTSjWH"
1612483604071727104,"Amazing visit today right here in #MO04, The Food Bank, established in 1981, has an incredible impact.

It operates in a 32-county service area, distributing over 30 million pounds of food yearly to children, veterans, seniors, unhoused neighbors, and anyone in need through a… https://t.co/e2iwtAvFHr https://t.co/FASvVJgqDv"
1612483604071727104,"Destroy morale and undermine CBP at every turn and this is what you get.

Thanks, Joe. https://t.co/41dWTyYcZS"
1612483604071727104,"Hey folks, check out our Columbia office and the incredible team that keeps it running.  

If you need any assistance, please feel free to contact us at our Columbia District office:  

• 2401 Bernadette Drive, Suite 117, Columbia, MO 65203 
• Phone: (573) 540-6600 https://t.co/bETpv6YbwV"
1612483604071727104,"Biden’s weakness on the world stage is responsible for this.

We must let the world know who our partners are and stand firm with them https://t.co/v3KUtAWhVY"
1612483604071727104,"Do you guys remember when President Biden and VP Harris told the world that our southern border is secure?

It only took OVER 8 MILLION illegal aliens for them to SLIGHTLY change their tune. https://t.co/IE9pRfl6or"
1612483604071727104,"President Reagan once said: “We know only too well that war comes not when the forces of freedom are strong, but when they are weak. It is then that tyrants are tempted.”

How do we deter conflict?

Peace-Through-Strength. https://t.co/tYz9bRMDSz"
1612483604071727104,"It's more important than ever to support our young men and women going into the Armed Forces.

Moments like these are why I decided to run for Congress.

It was an honor to present an academy nomination to Kase Overstreet to The U.S. Military Academy at West Point. https://t.co/BzEBibS7No"
1612483604071727104,"Under Biden, 312 individuals who appear on the terrorist watchlist were encountered at the Southern Border.

These are the ones we know about. 

How many sleeper cells have gotten through our porous border??"
1612483604071727104,"Hamas, Houthis, and Hezbollah are feeding off Biden’s weakness.

We cannot allow them to continue to wreak havoc on American troops and our allies. This is a powder keg. 

My fear is this is going to blow up. https://t.co/yFj2GK4DlI"
1612483604071727104,"- War in Ukraine;
- Conflict in the Middle East;
- Iranian proxies launching attacks on shipping lanes; &amp;
- China increasing aggressions towards Taiwan.

All of these things are not happening because Biden performed ""ably"" on the world stage. https://t.co/S0bAn6No9v"
1612483604071727104,RT @Riley_Gaines_: Your message would be even clearer if you could define what a woman is lol
1612483604071727104,"Hunter has been in and around OVER 20 White House staffers during his father's tenure as both VP and President.

Don't tell me it is because they were just drinking buddies.
https://t.co/XQwkad8lh9"
1612483604071727104,Does no one remember @RepStefanik and the Committee on Education and the Workforce? https://t.co/Greh0fmllS
1612483604071727104,"One of the aspects I love most about serving as your congressman is the privilege of nominating our brightest and smartest young people for education and training at our military academies.

A single call can change a person's life.

Watch this special moment.
👇👇👇 https://t.co/Ybw0V4GmuC"
1612483604071727104,"Let me be clear -- there is no such thing as 'student debt cancellation'.

Joe Biden's decision to cancel debt is nothing more than a debt transference.

Biden is asking working class Americans to pay off the debt of individuals who chose to get a $100k gender studies degree."
1612483604071727104,"E32: with @RepLuttrell!

(2:30) - Decision to Join the Military &amp; Combat Experience
(7:02) - Generals' Understanding
(8:32) - Rebuilding Patriotism and Encouraging Enlistment
(11:30) - PTS vs. PTSD
(14:03) - Psychedelic Therapy Explained
(18:07) - Border Crisis
++ much more! https://t.co/GMVLirLbbm"
1612483604071727104,"During Biden’s first 100 days in office, he took 94 executive actions on immigration -- undoing the work of the previous Administration.

So, don't tell me that the Administration hasn't actively undermined our immigration system.

Numbers don't lie."
1612483604071727104,"This is the REAL threat to our democracy. 

Colorado's attempt to keep the front runner off of the ballot sets a dangerous precedent for future elections.

That's exactly why I joined over 170 of my colleagues in this amicus brief.
https://t.co/bXvawz9JrE"
1612483604071727104,"If the educational institutions forgave the debt then it would be loan forgiveness.

Why doesn’t he make my neighbor pay off my car loan?

You sign — you pay.

No one held a gun to anyone’s head to take on this debt.

Why don’t we address the real problem… the ridiculously over… https://t.co/kTiqvcdlsC"
1612483604071727104,"Joe Biden’s student loan cancellation plan is a shell game.

Transferring debt to the rest of America… making plumbers pay off the debt for doctors.

This is crazy.
This is illegal.
This is socialism."
1612483604071727104,"We must be a warrior for the defenseless, a voice for the voiceless, and help bring sense to a senseless world.

That means being unapologetically pro life.

Every life is precious to God and worth protecting. https://t.co/76AhzT5dw5"
2964287128,"RT @IWV: ⚠️ The Biden administrations new @USDOL rule rips choice away from #freelancers &amp; #independentcontrators ⚠️

Thank you @RepStefani…"
2964287128,"This week is National School Choice Week! 📚

I am proud to express my unwavering support for empowering America’s families to have a voice and enabling them to choose the K-12 learning environment that best fits their children’s needs. https://t.co/YowFJi6soA"
2964287128,RT @RepStefanik: I reintroduced the Modern Worker Empowerment Act with @RepRickAllen to STOP Biden from enacting this disastrous and anti-w…
2964287128,"I am proud to have earned an A+ on @sbaprolife’s scorecard.

Now and always, I will fight for the sacred right to life and to give a voice to the most vulnerable among us. https://t.co/SphfiACKdO"
2964287128,"Congratulations to my friend and fellow Georgian, @RepBuddyCarter, on this appointment to serve as the Chairman of @HouseCommerce's Environment Subcommittee.

I look forward to continuing the work of this important subcommittee under your leadership! https://t.co/ioCsgxd1ug"
2964287128,"The Biden DOL's harmful independent contractor rule reiterates the urgent need for Congress to pass my Employee Rights Act.

Read more ⤵️ https://t.co/1lU9mPYhDk"
2964287128,"RT @Inst4AW: GOP Reps: Biden's new rule rips freedom away from workers, small businesses | Opinion @RepStefanik @RepRickAllen

 https://t.c…"
2964287128,".@USDOL's finalized independent contractor rule deprives individuals of entrepreneurial opportunities, the ability to set their own hours, and the flexibility to care for their families the way it suits them.

Read my latest op-ed with @RepStefanik on how this rule will devastate… https://t.co/F2W5aqf2vB"
2964287128,"RT @SpeakerJohnson: Today we reflect on the importance of our fundamental, constitutionally guaranteed, and God-given right to religious fr…"
2964287128,"A courageous leader and Georgian to remember. 

Today, we celebrate the life and extraordinary legacy of Dr. Martin Luther King Jr.  #MLKDay https://t.co/VtmgnhM3d8"
2964287128,"RT @HouseGOP: Border security is national security.

RT if you agree!"
2964287128,RT @AugustaPress: Plans for the future of the New Savannah Bluff Lock and Dam have been mired in opposing legislation and legal maneuvering…
2964287128,"PASSED: H. J. Res. 98, which would nullify the Biden Administration’s expanded joint-employer standard, impacting franchises and small businesses across the nation.

Watch my remarks on the House floor 📺 https://t.co/9bzZ0fKfqw"
2964287128,"On National Milk Day, join me in taking a moment to recognize our hardworking dairy farmers who ensure Americans have access to nutritious dairy products.

Last year, I was proud to support the passage of the Whole Milk for Healthy Kids Act, which would allow schools to serve… https://t.co/HtO8njpTyJ https://t.co/vWoyFwQ1Ec"
2964287128,"RT @EdWorkforceCmte: .@EdWorkforceCmte explored innovative solutions of employer-sponsored, high-quality &amp; low-cost health care models, &amp; e…"
2964287128,"""Inflation climbs faster than expected in December as high prices persist""

It's called Bidenomics.

https://t.co/Vo9neAoLSa https://t.co/IxdPB57fu3"
2964287128,"RT @RepJoeWilson: Grateful to join a discussion in Aiken hosted by SRS Community Reuse Organization with Jill Hruby, DOE Under Secretary fo…"
2964287128,"Today, we honor the unwavering commitment of our law enforcement officers in #GA12 and nationwide who selflessly protect and serve. 

Thank you for your courage, integrity, and resilience in keeping our communities safe. 

#LawEnforcementAppreciationDay  
#BackTheBlue https://t.co/jdTkoJcgxU"
2964287128,"🚨🚨🚨 Today, President Biden's @USDOL finalized an overly restrictive independent contractor rule that will devastate MILLIONS of workers and businesses, eliminate employment opportunities, and topple the gig economy.

My full statement:
https://t.co/0iIHjKvTeO https://t.co/MFpLes8RFW"
2964287128,"Completely out of touch from @SecGranholm.

Consumers—not the federal government—should determine the cars and engine technology they want available. Period. https://t.co/AUpRhHyCC5"
2964287128,RT @SpeakerJohnson: The border crisis is a direct result of President Biden’s failed policies. House Republicans are getting a first-hand l…
2964287128,"RT @JudiciaryGOP: 🚨 #BREAKING: Border Patrol estimates that the cartels are earning $32 million a week from illegal aliens in the Del Rio,…"
2964287128,"Under @POTUS, our southern border is a disaster.

This week, I am in Eagle Pass, Texas with @SpeakerJohnson &amp; @HouseGOP to hear from @CBP, local stakeholders, &amp; public safety officials about the ongoing humanitarian &amp; national security crisis unfolding along our southern border. https://t.co/WGbi9Y7itM"
1078355119920562176,"Our nation is at its best when Congress works together to ensure hard-working Americans have the resources they need. I'm proud we are moving forward with a bipartisan tax deal to expand the Child Tax Credit and provide relief to working families.
https://t.co/4EY5pqsIAh"
1078355119920562176,"As a dog lover, I know how important it is that we protect animals. I am so proud to receive a perfect score on the @HSLegFund’s 2023 Humane Scorecard. Treating animals with dignity is a bipartisan issue. https://t.co/0TnrwMktti"
1078355119920562176,"Our immigration system is broken and we need action. I joined @NewDemCoalition in urging House Leaders to support bipartisan negotiations to secure our border, stem the flow of fentanyl, grow our economy and reform our immigration system in a comprehensive way that helps Texans. https://t.co/4mqaG0N7ES"
1078355119920562176,"The decision to overturn #RoeVWade forced Texas women to travel out of state for abortion services.

I know that Texans believe in freedom, but this is not what freedom looks like. I'll keep working to codify Roe and protect women's access to abortion care. https://t.co/elG0oLb6Uf"
1078355119920562176,"Last week, I was honored to discuss the critical need to protect abortion access with Dr. Dennard, an OBGYN who left Texas for an abortion after learning her fetus had a fatal condition. I will keep fighting for federal legislation to protect the right to an abortion. #RoeVWade https://t.co/gU4O8MjtTj"
1078355119920562176,"51 years after #RoevWade, Texas women have fewer rights than they did when this landmark case was decided. This is because of Texas’s radical abortion ban &amp; the Supreme Court’s decision to overturn Roe.

I will keep fighting to ensure women can access the abortion care they need."
1078355119920562176,"ATTN North Texans: @dartmedia has extended January hours to renew discounted GoPasses for DART riders who participate in federal programs such as CHIP, SNAP, WIC and more. Find out if you are eligible to receive DART services at half the fare here: https://t.co/UjfS0nBpTs https://t.co/uwXgrlxCMt"
1078355119920562176,"#CitizensUnited opened the floodgates of unlimited and dark money in our elections, drowning out voices of ordinary folks. I'll never stop fighting for the strong campaign finance reform we need to ensure our government works for Texans, not special interests."
1078355119920562176,Freezing temperatures are expected today and tomorrow in our region. North Texans should follow the tips below to keep yourself and your family safe. https://t.co/IHPpaluZ6p https://t.co/DCNcINdOYq
1078355119920562176,"Happy 50th anniversary to @dfwairport, one of the strongest job engines in our region! 

I was proud to help pass the Bipartisan Infrastructure law, which has delivered millions to upgrade DFW Airport’s infrastructure &amp; improve traveler experiences.🛫 https://t.co/r4FAAPZZ98"
1078355119920562176,I am always glad to work with local leaders to ensure our communities have the federal resources and assistance they need. It was great to meet with my friend @MayorJohnMuns to discuss how we can continue delivering for the people of Plano. Thanks for coming by the Capitol today. https://t.co/tI5CfbqMSt
1078355119920562176,I will continue to stand up for women’s freedoms and the right to choose. Read my full statement: https://t.co/x9NDNnMSe6
1078355119920562176,"Texas’s cruel abortion ban is already denying women the health care they need and causing unnecessary suffering. That's why yesterday, I voted against two harmful pieces of anti-abortion legislation that would further limit women’s freedom over their own medical choices."
1078355119920562176,"Great news for Texas moms! Postpartum Medicaid and CHIP coverage was officially extended to a year, benefiting 137,000 more new parents. This was made possible by the American Rescue Plan that I helped pass. Let’s keep working to ensure every Texan gets the health care they need. https://t.co/GqHJR7ssiy"
1078355119920562176,"RT @RepJasmine: Had the honor of meeting a Texas reproductive rights CHAMPION and OBGYN, Dr. Austin Dennard. 

Dr. Dennard had to leave Tex…"
1078355119920562176,"My wife and I were so thankful that we had two healthy pregnancies, and I cannot imagine what Dr. Dennard and many others went through. I will keep working to protect the freedoms of Texas women and their right to make decisions about their own bodies. https://t.co/mSTBgGJbe6"
1078355119920562176,"Texas women should not have to leave the state for the care they need, and politicians shouldn't decide what is best for them. Today, I met with Dr. Dennard, a Dallas OBGYN who had to travel out-of-state for abortion care, to discuss the harmful impact of Texas’s abortion ban. https://t.co/13elTi1eKN"
1078355119920562176,"With winter weather conditions expected throughout the week, I urge North Texans to take precautions to stay safe and warm. https://t.co/zOQhg2fOpM https://t.co/Wf5dTY9AMD"
1078355119920562176,Our state’s cruel abortion ban continues to keep Texas women from the vital care they need. What happened to Kate Cox is a tragedy that highlights the need for Texas women to have access to life-saving reproductive care without driving hours to another state. https://t.co/43VAoqbKk4
1078355119920562176,"More great news for North Texas thanks to the Bipartisan Infrastructure Law. This time, North Texas will receive over $3.6 million to repair and replace broken EV chargers to improve reliability. https://t.co/QyhhSYjqTk"
1078355119920562176,🚨ATTN North Texans: Open enrollment for 2024 health care plans ends today. You can visit https://t.co/77sYvUajNN to explore your options and get more info on how you and your family can #GetCovered.
1078355119920562176,"Congrats to President-elect Lai Ching-te &amp; VP-elect Hsiao on their successful election in Taiwan. This is a victory for Taiwan’s strong democracy, and I look forward to building on the U.S.-Taiwan partnership in the years ahead. https://t.co/C4CYa8goDq"
1078355119920562176,"I was raised by a single mom, so I know that working families need relief. The Child Tax Credit is a great example of how we can do just that. I welcome news of a bipartisan agreement to extend the CTC. Let’s keep working until we get this done. https://t.co/om9zM9uCYY"
1724849796496924672,"I join many in Pawtucket and across our state in mourning the death of Jocelyn DoCouto, a victim of senseless gun violence on Friday night.

I am thinking about her family, most especially her two children. You can read more about her life here: https://t.co/LUfUMQw4i6"
1724849796496924672,"Access to healthy food is a basic human right and is necessary to create healthy communities. The Eat Well, Be Well pilot will help RI'ers who receive SNAP benefits access fresh 🍇 and🥕.

RI is the 1st state to launch this kind of initiative! Learn more: https://t.co/Kwf9Lxulb0 https://t.co/7rj3AGH9ev"
1724849796496924672,"There are 9 days left to sign up or make changes to your healthcare coverage for 2024 before the Wednesday, January 31st deadline! 

Go to https://t.co/1EW3NGST2K, choose the plan that best fits your needs, and encourage your friends and family to do the same. https://t.co/6wN5msm9LC"
1724849796496924672,Read my full statement on today’s 51st Anniversary of #RoeVWade: https://t.co/p4nLe67ILX
1724849796496924672,"The extreme Dobbs decision gutted the rights of American women and overturned 50 years of precedent established in #RoeVWade.

I will work vigorously alongside @HouseDemocrats to restore the protections of Roe and fight back against radical GOP attacks on America’s women."
1724849796496924672,"Throughout my career, I’ve taken pride in being a helping hand to local governments across the country — including at home in RI.

Great to see @PVDMayor and Newport Mayor Xay at @usmayors advocating for our cities and towns as we work together to support our constituents. https://t.co/YrTuMYQq5V"
1724849796496924672,"#WIC helps millions of families, including many in RI, keep food on the table. If Republicans don't join @HouseDemocrats, 2 million women &amp; children are at risk of going hungry.

I'm joining @DemWomenCaucus, @TheBlackCaucus, @HispanicCaucus &amp; @CAPAC in pushing to #FundWIC. https://t.co/lcEWq9OlcA"
1724849796496924672,"I’ve seen first-hand Dale Venturini’s years of vigorous advocacy in support of Rhode Island's incredibly important hospitality, restaurant, and tourism industries. 

She’s made a big impact on our state — and I wish her well as she retires. https://t.co/Wz4npYO0fO"
1724849796496924672,"Last week, in a @HouseForeign hearing on the U.S. withdrawal from Afghanistan, I took the opportunity to highlight organizations like the @RefugeeDream Center and @beautifulday_ri for their work helping our Afghan refugees and other new Americans. https://t.co/YWdA379PcU"
1724849796496924672,"Because of the Inflation Reduction Act, seniors can afford their lifesaving prescription drugs without breaking the bank.

The GOP wants to turn back this progress. 

I’ll stand with @HouseDemocrats, fight back, &amp; work to expand these cost-saving measures. https://t.co/qKJ1UzTwXh"
1724849796496924672,"It was great to wrap up #MLKDay at Ebenezer Baptist Church for the State MLK Holiday Commission Celebration. 

I join community members across the state in recommitting to the unfinished work of ensuring that we all can thrive. https://t.co/XTrd7wBUAY"
1724849796496924672,"📍Newport

I was honored to be the guest speaker at the @NAACPNewport 39th Annual #MLKDay Celebration.

Like King, I think often about where do we go from here: chaos or community? 

We must come together, push through the chaos, and build a brighter future for our communities. https://t.co/jFr5EFSnJJ"
1724849796496924672,RT @AmeriCorpsCEO: @RepGabeAmo @AmeriCorps @CityYearPVD Thank you @RepGabeAmo for honoring Dr. King this #MLKDay through your service!
1724849796496924672,"#MLKDay is about committing ourselves to serving others in the spirit of Dr. King’s legacy. That’s why today is known as a day on and not a day off. 

I’m grateful to all of the organizers and volunteers of today’s @AmeriCorps Day of Service in Providence! https://t.co/lSTAVkMOrG"
1724849796496924672,"RT @stefanpryor: We must ""move forward with resolve and optimism to ensure everyone in our state can be housed with dignity."" -- @RepGabeAm…"
1724849796496924672,"I started today’s Martin Luther King Day celebrations at the 40th Annual Ministers Alliance MLK Breakfast — an event promoting access to higher education. 

Education is vital to unlocking economic opportunity. 

And opportunity for all is vital for a thriving democracy. #MLKDay https://t.co/fNBcRf4EHs"
1724849796496924672,"I was honored to attend the swearing-in ceremony for the new RI Police Chiefs Association’s board, especially President Colonel Connor.

Thank you to the outgoing President Chief Lynch from Bristol, and all the Chiefs, for their tireless service to our state. https://t.co/ieixSlkuEY"
1724849796496924672,"Honored to keynote the Woonsocket MLK Community Committee Brunch.

While at times things seem dark, we must remember that King said, “only when it is dark enough can you see the stars.” 

Thank you for your partnership in building the beloved community we deserve. https://t.co/YoIdcvnwrb"
1724849796496924672,"Congratulations to all of the @LADO_RI Scholars who were recognized last evening! 

For 30 years, Latino Dollars for Scholars has helped young people access higher education. 

Education can transform Iives — let’s continue to invest in our future. https://t.co/vkrdOowbol"
1724849796496924672,"I joined my Democratic colleagues in signing a discharge petition to move forward a ban on high-capacity magazines.

Republicans must finally join us in working to end gun violence. 

Passing this bill is a critical next step in our efforts. https://t.co/RnK1MscOgZ"
1724849796496924672,"This week, I met with @EPA Regional Administrator Cash to plan increasing our communities’ access to federal resources from the Bipartisan Infrastructure Law and the Inflation Reduction Act to combat climate change and ensure clean air and water. https://t.co/md9Ym92YR3"
1724849796496924672,"Was a good day to be at the @WhiteHouse with so many RI’ers to highlight the impact of Biden Administration and Democratic Congress’ historic legislation on RI.

The Investing in America agenda is transforming communities. I will work with @POTUS &amp; @VP to continue our progress. https://t.co/9L6XJV67fi"
1724849796496924672,"Extreme weather events have battered RI several times over the last few months — including over the past several days. 

My team and I are in touch with local officials to assess the most recent damage and will be laser focused on delivering any needed federal assistance ASAP. https://t.co/Y2rX6Dx7v2"
402719755,RT @Pres_Sandoval: I had a great discussion with @MarkAmodeiNV2 during my trip to Washington D.C. about how we can best serve our Universit…
402719755,It's appropriations déjà vu all over again. Check out my most recent newsletter for more &gt;&gt;&gt; https://t.co/KZb3dG2qYP https://t.co/TXVyzFln5X
402719755,"Merry Christmas and Happy New Year! I wish you and your loved ones all the best during this holiday season. In the new year, I hope you continue to communicate directly with us on the issues most important to you. Here are just a few of this year’s highlights by the numbers: https://t.co/E9jAcNvNBZ"
402719755,My statement on the passage of the NDAA: https://t.co/jPg516rqex
402719755,https://t.co/Ls9xDRvzxJ
402719755,"Happy Veterans Day to all the men and women who have answered the call of duty and served our country, past and present. We owe our veterans and military families a great debt of gratitude. Thank you for your service and sacrifice! 🇺🇸 https://t.co/Q6TDIMNzor"
402719755,"RT @HouseAppropsGOP: The FY24 Legislative Branch Appropriations bill:  
✅Ensures continued oversight of the Biden Administration
✅Provides…"
402719755,"Happy Nevada Day! Today, we celebrate 159 years of the Battle Born State. I’m proud to be a fourth generation Nevadan and want to wish our great state a very happy birthday. #HomeMeansNevada https://t.co/wz2Iviwb6F"
402719755,I look forward to supporting Speaker-designate Mike Johnson on the House floor. Read the rest of my statement here &gt;&gt; https://t.co/NF7JICG5Lc
402719755,"RT @KirstenHillmanA: Honoured to celebrate the new bicameral &amp; bipartisan #ACESCaucus with co-chairs @MarkAmodeiNV2, @RepFletcher, @SenKevi…"
402719755,It's time to coalesce and elect a speaker. Read my statement here &gt;&gt; https://t.co/9jWyA8glNf
402719755,I am proud to stand with my colleagues to show our unequivocal support for Israel and its right to defend itself. https://t.co/wGRI7hUXHH
402719755,"These unprovoked terrorist attacks against Israel are an outrage, and we stand with the Israeli people and government on this dark day. The U.S. must continue to support Israel’s right to defend itself."
402719755,Read my statement on the race for House speaker &gt;&gt; https://t.co/XKEPvFdu9d
402719755,"Read my full statement on voting against the motion to vacate Speaker McCarthy: 

https://t.co/62CuA9aYOE"
402719755,"Tune in NOW to watch me testify before
@RulesReps as the Committee considers H.R. 4364 - the Legislative Branch Appropriations Act, 2024:
https://t.co/O8ah0PAzra"
402719755,RT @NSSGA: Thank you to Rep. @MarkAmodeiNV2 for speaking with us during Hill Day. #RocksBuildAmerica https://t.co/6SfC0WrEpw
402719755,RT @NVNewsmakers: Hear from @MarkAmodeiNV2 on everything from Thacker Pass to the war in Ukraine in this episode of Nevada Newsmakers: http…
402719755,RT @UNevadaGov: Congratulations to @MarkAmodeiNV2 for being recognized as a leader in business advocacy by both the @RSChamberNV and the @U…
402719755,"On National #PurpleHeartDay, we honor the brave men and women who were wounded in combat or made the ultimate sacrifice in service to our country. We owe them a debt of gratitude that can never be repaid. https://t.co/4yNeLQlih1"
